"Task Aware Debugger for GDB" version 11.5.0 (202112141049)
(c) 2016-2021 NXP Semiconductors, Inc.
==================================
20:41:33.39 INFO: [TadModel] DSF session ID 6 has started.
20:41:36.610 INFO: [TadModel] DSF session ID 7 has started.
20:41:40.143 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (SUSPENDED, USER_REQUEST)
20:41:40.242 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, USER_REQUEST)
20:41:42.358 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
20:41:42.392 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
20:41:52.337 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
20:41:52.367 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:41:57.870 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:41:58.222 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:41:59.104 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:41:59.111 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:41:59.653 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:41:59.659 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:42:00.56 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:42:00.64 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:42:00.792 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:42:00.817 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:42:03.669 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:42:04.111 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:42:08.275 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:42:08.598 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:44.382 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:44.414 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:45.121 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:45.149 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:45.816 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:45.973 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:46.758 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:46.789 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:47.443 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:47.489 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:48.104 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:48.135 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:48.754 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:48.789 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:49.413 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:49.441 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:50.156 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:50.162 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:51.06 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:51.31 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:51.702 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:51.729 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:44:56.168 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:44:56.513 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:04.478 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:04.503 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:05.343 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:05.660 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:10.131 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:10.158 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:10.884 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:10.917 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:11.657 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:11.684 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:12.733 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:12.777 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:14.690 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:14.717 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
20:45:15.476 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
20:45:15.483 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
